Cause,Title
, Employee'S Finger Tip Amputated When Pinched Between Objects 
, Employee Killed In Oil Well Fire 
, Four Employees Suffer Burns In Lp Gas Explosion 
, Employee Burned By Hot Water From Hose 
, Employee'S Hand Crushed By Truck Backing Up 
, Employee Run Over And Killed By Motor Grader 
, Employee Is Backed
, Employee Killed When Ran Over By Trailer 
, Crushed Between Two Trucks 
, Employee Is Killed When Struck And Killed By Truck 
, Employee Collapses And Dies After Guiding Trucks 
, Signalman Fractures Ribs When Struck By Heavy Equipent 
, Employee Is Killed When Struck By Falling Pipe 
, Employee Seriously Injured In Grain Bin 
, Employee'S Finger Is Amputated When Door Slams Shut 
, Employee Is Killed By Electric Shock 
, Employee Is Electrocuted While Pressure Washing Silo 
, Employee Falls From Ladder And Dies 
, Employee Is Killed When Engulfed In Silo 
, Three Employees Injured And One Dies In Dust Explosion 
, Employee'S Leg Broken By Exploding Tire 
, Employee Struck By Tire Sidewall 
, Employee Is Killed When Wheel Assembly Flies Apart 
, Employee Dies When Tractor Tire Blows Out During Inflation 
, Employee Injured When Struck By Force Of Exploding Tire 
, Employee Killed When Tire Explodes During Inflation 
, One Employee Killed  One Injured By Tire Rim 
, Employee Killed When Struck By Single Piece Rim 
, Employee Injured When Struck In Face By Flying Wheel Rim 
, Employee Killed When Tractor Tire Explodes 
, Employee Killed In Fall When Struck By Exploding Tire 
, Employee Injured As Sidewall Of Tire Blows Apart 
, Employee Injured In Tire Explosion 
, Employee Killed As Tire On Single Rim Wheel Explodes 
, Employee Killed When Struck By Truck Tire And Rim 
, Employee Killed When Struck In Head By Tire Rim/Tool 
, Employee Injured When Struck By Exploding Tire 
, Employee Killed When Struck By Tire Rim 
, Worker Falls From Ladder And Suffers Serious Head Injuries 
, Employee Injured In Fall While Climbing Ladder 
, Employee Is Killed In Fall From Suspended Scaffold 
, Employee Killed In Fall When Scaffold Cable Breaks 
, Construction Employee Crushed Against Trusses By Sky Climber 
, Employee Killed In 70 Ft Fall From Sky Climber 
, Employee Fell From Scaffold And Drowned In A River 
, Three Employees Injured In Fall When Hoist Cable Breaks 
, Employee Is Struck By Skidder  Later Dies 
, Employee Is Caught
, Employee Is Injured When Skidder Rolls Over 
, Logger Killed When Struck By Log 
, Employee Is Killed When Skidder Falls From Cliff 
, Employee Is Run Over By Skidder And Killed 
, Tree Feller Is Killed When Crushed Between Tree And Skidder 
, Falling Tree Crushes And Kills Tree Feller 
, Employee Gets Fatality Crushed By Skidder 
, Ski Instructor Is Injured In Jump From Lift 
, Employee Collides With Tree While Skiing And Is Killed 
, Employee Is Injured When Struck Tree While Skiing 
, Employee Skis Into Trees And Dies Later 
, Employee Fractures Tibia While On Ski Patrol 
, Snowboard Instructor In Training Is Killed In Fall From Lift 
, Employee Killed After Falling From Chairlift 
, Employee Injured By Fall While Skiing On Ski Patrol 
, Employee Killed From Skiing Into A Tree 
, Employee Breaks Femur In Skiing Demonstration 
, Employee Killed When Riding Snow Tube Down Ski Slope 
, Employee'S Fingertip Amputated In Gondola Door 
, Employee'S Hand Burned In Shrink Wrap Machine 
, Employee Falls From Truck Bed And Receives Multiple Injuries 
, Employee Falls Through Skylight 
, Employee Burned By Splashing Molten Slag From Ladle 
, Employee Is Found Dead In Sleeping Quarter 
, Employee Is Found Unresponsive In Sleep Area  Later Died 
, Employee Dies Of Carbon Monoxide Exposure 
, Employee Suffers From Carbon Monoxide Exposure 
, Employee Killed When Fire Engulfs Sleeping Quarters 
, Employee Overcome By Smoke/Carbon Monoxide 
, Employee Dies Of Carbon Monoxide Poisoning 
, Employee Died Of Smoke Inhalation Suffered In Trailer Fire 
, Employee Partially Amputates Two Fingers Using A Band Saw 
, Employee Amputates Tips Of Fingers In Candy Slicing Machine 
, Employee Lacerates Finger While Using Meat Slicer 
, Employee'S Finger Is Amputated In Slicer 
, Worker Gets Entangled And Amputes Finger In Slitting Machine 
, Employee'S Fingers Are Amputated By Packaging Machine 
, Employee Amputates Fingers While Using Lettuce Cutter 
, Employee Lacerates Finger While Using Slicer 
, Employee Receives Injuries While Operating Band Saw 
, Suspended Load Amputates Worker Finger When Sling Slips 
, Employee Strikes His Face Against A Work Table 
, Employee Fractures Leg When Hit By Falling Steel Pipe 
, Employee Falls From Tree And Dies 
, Employee Slips And Falls And Fractures Leg 
, Employee Falls On Surface  Fractures And Lacerates Wrist 
, Employee Fractures Femur When He Slips In Oily Substance 
, Employee Fractures Femur Sliping On Algae 
, Employee Amputates Fingers In Material Cutter 
, Employee'S Arm Is Injured When Caught In Fabric Roll 
, Employee Amputates Foot On Slitter 
, Employee Lacerates Hand While Using Slitter Machine 
, Employee Loses Fingers In Saw Accident 
, Employee'S Toes Are Amputated After Being Crushed By Cart 
, Employee Dies After Caught Between Slitter And Turnstile 
, Employee Is Killed When Pulled Into Steel Coil 
, Employee Fractures Arm When Caught In Slitter Machine 
, Employee'S Arm Is Crushed In Rollers 
, Employee'S Fingers Are Amputated By Slitter 
, Employee Is Killed By Unguarded Slitting Machine 
, Employee Disfigures Arm In Band Knife Peeling Machine 
, Employee Amputates Hand In Slitting Machine 
, Employee Is Killed When Struck By Steel Recoiler 
, Employee'S Fingers Are Amputated By Machine Rollers 
, Two Employees Amputate Their Fingers On Slitter 
, Employee Suffers Lacerations When He Contacts Rotating Blade 
, Employee Injures His Knee And Shoulder In Fall On Sidewalk 
, Groundskeeper Killed In Roll
, Driver Is Injured In Roll
, Worker Mowing Vineyard Sustains Fracture In Roll
, Employee Dies After Fall From Ladder 
, Employee Is Killed When Struck By Lawnmower 
, Employee Is Killed By Forklift Truck; Another Is Injured 
, Employee Is Injured In Slip And Fall 
, Employee Is Killed  Another Injured  When Struck By Log 
, Employee Is Killed While Mowing Golf Course 
, Worker Dies From Cardiovascular
, Toxic Fumes Overcomes Employee 
, Employee Is Scalded Discharging Sludge From Truck 
, Employee Fractures Face When Struck By Winch Handle 
, Four Employees Sustain Burns When Vapors Explode 
, Two Employees Receive Frost Bite When Stuck In Sludge 
, Employee Died Of Asphyxia In Confined Space 
, Employee Dies After Inhaling Hydrogen Sulfide 
, Employee Burned In Explosion In Control Panel 
, Employee Suffers Chemical Burns 
, Employee Died In Fire While Cleaning Sludge From A Tank 
, Three Employees Injured In Titanium Tetrachloride Release 
, Employees Are Burned In Fire; One Dies 
, Employee Is Burned In Fire Fighting Rescue Attempt 
, Employee Is Killed In Flash Fire 
, Firefighter Is Killed In Roof Collaspe 
, Three Employees Killed And Fifteen Injured In Explosion 
, Employee Suffers Smoke Inhalation From Fire In Home 
, Employee Is Asphyxiated By Smoke And Dies In Fire 
, Firefighter Is Killed In Burning Building 
, Employee Suffers From Smoke Inhalation 
, Employee Is Burned In Fire 
, Employee'S Pelvis Is Fractured When Struck By Forklift 
, Burns From Propane Explosion Kill Employee 
, Three Employee Burned When Vapors Ignite 
, One Killed  Three Injured In Explosion On Boat 
, Employee'S Face Burned When Munitions Ignite 
, Employee Burned When Natural Gas Ignites 
, Employee Burned When Xylene Ignites  Later Dies 
, Concrete Worker Falls 18 Feet 
, Employee Injured In Fall From Utility Pole 
, Electric Shock 
, Fall 
, Fall From Wooden H
, Fall 
, Employee Injured When Struck In Eye By Metal Hook 
, Fall 
, Fall From Water Tower 
, Employee Sustained Cuts When Struck By Snowmobile 
, Employee Dies After Caught Between Truck And Snow Plow 
, Driver Killed When Snowplows Collide 
, Employee Injured When Unsecured Snowplow Falls From Forklift 
, Struck By Falling Snowplow Blade 
, Five Employees Exposed To Sodium Cyanide Dust 
, Employee Killed By Cyanide Exposure During Tank Cleaning 
, Suicide By Ingestion Of Sodium Cyanide 
, Employee Sustains Burns When Splashed By Chemical 
, Employee'S Eyes Are Burned By Sodium Hydroxide After Fall 
, Employee Is Burned By Chemicals During Drain Pipe Clearing 
, Employee Slips And Sustains Chemical Burns 
, Employee Sustains Ocular Chemical Burns While Draining Pump 
, Employee Hospitalized With Chemical Burns 
, Employee Injures Eye By Falling Jug Floor Stripper 
, Employee Is Injured When Exposed To Chemical Vapors 
, Employees Exposed To Chlorine Vapor. 
, Twenty One Employees Are Injured In Chemical Spill 
, Five Employees'S Are Exposed To Toxic Chemical Fumes 
, Employee Is Sickened After Inhalation Of Toxic Fumes 
, Employee Is Poisoned By Fumes Of Sodium Hypochlorite 
, Employee Has Asthma Attack When Exposed To Bleach 
, Employee Exposed To Chlorine 
, Two Employees Exposed To Chlorine Gas 
, Employee Is Injured In Fall From Scaffolding 
, Employee Is Killed In Fall From Platform 
, Employee Injured When Struck By Forklift 
, Employee Killed In Fall Through Roof Soffit 
, Employee Killed When Crushed By Falling Concrete Panel 
, Employee'S Knee Punctured By Nail Discharged From Nail Gun 
, Electrician Killed By Fall From Soffit 
, Employee Sustains Multiple Fractures In Fall From Roof 
, Employee Suffers Burn In Explosion 
, Employee Injured In Fall After Being Burned By Torch Gas 
, Employee Is Injured In Truck Collision 
, Employee Injures Hip After Tripping Over Welding Hose 
, Employees Injured In Tank Explosion 
, Two Employees Injured In Explosion In Vapor Recovery Unit 
, 55 Gallon Drum Of Flammable Liquid Exploded By Hot Torch 
, Employee'S Finger Cut When Caught In Soldering Machine 
, Employee Is Asphyxiated When Engulfed By Soybeans 
, Employee Suffocates In Grain Bin Collapse 
, Employee Is Killed When Engulfed By Grain 
, Soybeans Engulfs And Kills Employee 
, Employee Crushed By Falling Pallets 
, Employee Dies Of Asphyxia In Grain Bin 
, Employee Suffocates Inside Soybean Silo 
, Employee Suffocates In Grain Bin Under 4 Ft Of Soybean Husk 
, Employee'S Toes Amputated By Grain Auger 
, Employee Dies After Slipping Into Auger 
, Employee Dies Of Suffocation When Buried By Soybeans 
, Employee'S Leg Amputated In Auger 
, Asphyxiated In Soybean Storage Bin 
, Employees Are Injured In Explosion 
, Welder Burns 18 Percent Of Body When Clothing Ignites 
, Employee Is Killed When Struck By Vehicle 
, Employee Suffers Fractures When Atv Crashes 
, Employee Is Pinned Between Truck And Railcar  Later Dies 
, Employee'S Leg Is Injured When Crushed Between Equipment 
, Employee'S Ankle Is Fractured By Forklift 
, Employee Is Killed In Vehicular Crash 
, Employee Is Injured When Caught Between Two Vehicles 
, Police Officer Is Injured After High Speed Chase 
, Employee'S Foot Is Crushed By Fork Lift 
, Employee Is Injured While Operating Forklift 
, Employee Is Crushed And Killed In Forklift Accident 
, Employee Is Killed In Atv Accident When It Flipped Over 
, Employee Is Killed In Forklift Overturn 
, Employee'S Foot Is Crushed By Forklift  Later Is Amputated 
, Employee'S Foot Is Injured When Pinned Between Forklifts 
, Employee Is Bruised After Being Overtaken By A Sudden Pour O 
, Employee Slips And Falls On Same Level  Fractures Hip 
, Employee Is Injured By A Sulfuric Acid Spill 
, Hot Oil Spills And Burns Bartender 
, Employee Drowns When Swept Into Water From Spillway 
, Truck Mounted Work Platform Fell Into Dam Spillway 
, Employee Injured In Machine Accident 
, Employee Seriously Damages Hand On Perforating Machine 
, Employee Cuts Hand While Manually Indexing Spindles 
, Employee Is Killed When Head Crushed In Machine 
, Employee Amputates Finger In Machine 
, Employee Lacerates Hand With High Speed Rotating Spindle 
, Employee Is Caught By Rotating Part And Is Killed 
, Employee Amputates Finger While Operating Machine 
, Worker Amputates Tip Of Right Index Finger On Film Winder 
, Employee'S Fingertip Is Amputated In Mill 
, Employee'S Fingers Amputated By Shaper Machine 
, Employee Slips And Falls From Trailer And Is Injured 
, Employee Falls From Hives And Is Hospitalized 
, Employee Is Injured In Forklift Accident 
, Employee Sustains Multiple Injuries When Struck By Tree 
, Employee Is Pinned Against Wall By Truck 
, Employee Is Injured When Pinned Under Overturned Forklift 
, Employee Loses Finger In Jointer Machine 
, Employee Gets Metal Splinter In Foot  Which Becomes Infected 
, Employee'S Finger Is Injured  Possibly Infected By Splinter 
, Employee'S Eye Injured By Flying Splinter 
, Employee'S Hand Becomes Infected By Wood Splinters 
, Employee Is Injured While Performing Maintenance 
, Employee Pushes Glass Fiber Shard Into Palm 
, Employee'S Finger Is Amputated Due To Infection 
, Employee Sustains Puncture Using Ripsaw 
, Employee Develops Infection From Metal Splinter 
, Employee Is Injured While Erecting Scaffolding 
, Employee Dies When Struck By Lumber 
, Employee Injured From Flying Object While Operating A Saw 
, Employee'S Finger Amputated When Splinter Caught In Ring 
, Employee'S Arm Punctured By Splinter From Flying Plank 
, Employee' Finger Is Injured By A Spot Welder 
, Employee'S Finger Is Amputated By Spot
, Employee Sustains Burn Injuries From A Flash Fire 
, Employee Amputates Thumb While Using A Spot Welder 
, Employee Killed When Crushed Under Heavy Piece Of Metal 
, Employee Suffers Finger Amputation 
, Burn 
, Employee'S Left Thumb Caught In Spot Welding Machine 
, Employee Dies In Fall From Deck To Concrete Floor 
, Employee Killed By Explosion During Welding 
, Welder Suffers Amputated Thumbtip; Spot Welder Unguarded 
, Employee'S Fingertip Amputated When Caught In Welding Gun 
, Employee Hospitalized After Fall Through Roof Opening 
