Cause,Title
,employee struck vehicle sustains unspecified injury
,employee asphyxiated pile leaf
,employee injured struck car
,employee struck killed tractor trailer truck
,employee struck killed motor vehicle
,employee killed run airport runway sweeper
,employee fracture arm pinned truck van
,employee dy ingesting chlorifluromethane
,employee burned freon gas
,employee killed crushed articulating boom
,employee died fall refrigerator unit
,employee killed refrigeration system explodes
,employee hand burned ammonia escape
,employee receives burn inhalation injury ammonia
,employee injures head shocked hit head counter
,employee suffers finger tip amputation refrigerator door
,employee suffers severe burn kitchen accident
,employee found dead inside refrigerated trailer
,employee injured fall top refrigerator
,fork lift operator collide employee injures hip
,non
,worker killed falling object
,employee killed struck refrigerator
,employee amputates finger cooler door came track
,employee dy sprayed diesel fuel
,houseboat fuel explodes employee later dy
,welder electrocuted using mig welder
,employee burned using faulty propane regulator
,employee drowns diving accident coworker injured
,tire overfilled compressed air blow killing employee
,mechanic killed exploding tire
,employee hand burned oxygen cylinder explodes
,employee killed propane spill ignites trailer fire
,two employee exposed chlorine gas
,employee injured diving accident
,employee burned oxygen regulator explodes
,employee burned lp gas ignites
,employee killed manifold rupture
,employee arm burned flaming regulator valve
,employee caught killed lid mixer bowl
,employee injured overexposure carbon monoxide
,employee injured pneumatic hand tool explodes
,three employee suffer exposure anhydrous ammonia
,employee burned fire regulator
,employee dy crushed two press roll
,gas explosion
,worker sustains leg injury moving steel plate
,worker sustains fracture machine actuates unexpectedly
,employee hand crushed unexpected opening valve
,truck driver fracture finger security gate open
,employee struck killed steel plate
,employee killed run backing vehicle
,employee killed pinned auger bin
,employee electrocuted truck boom contact power line
,employee killed crushed piece metal
,employee killed crushed steel coil roller
,employee crushed coil became dislocated hook
,employee killed fall roof building
,two firefighter injured fighting fire
,employee dy fall elevated platform
,employee dy possible heart attack painting
,employee sustains heat
,employee collapsed working
,employee dy pre
,employee inhales sulfur dioxide injured
,heat exhaustion
,employee dy fron asthma attack
,worker dy cardiovascular
,employee suffers injury chemical exposure
,employee dy cardiovascular respiratory failure
,employee dy natural cause
,employee dy replacing conveyor bar
,restaurant cook killed fire
,employee dy checking sprinkler head
,employee suffers breathing problem improper ventilation
,employee dy possible heart attack
,employee dy possible heart attack
,employee collapse dy
,employee collapse training later dy
,employee found dead respiratory failure
,employee dy heart attack
,one employee injured vehicle crash later dy
,employee injured radial arm saw cutting pallet
,employee injured changing tire forklift
,employee injured using punch later infection amputation
,employee injured hit exploding tire
,employee killed toppling industrial truck
,employee injured exploding tire inflation
,employee crushed killed falling granite slab
,employee dy pinned underwater mower
,employee amputates finger operating loader
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,employee arm hand struck crushed tractor
,ground keeper riding vehicle amputates finger
,employee dy fall moving pickup truck
,employee killed crushed plow guard rail
,employee ejected forklift fracture leg
,employee run pipe mowing killed
,employee pin leg cart vehicle fracture leg
,employee foot injured caught forklift
,worker sustains fracture elevated platform fall
